order_date,order_id,order_line,customer_id,product_id,quantity,model,category_1,category_2,frame_material,price,bikeshop_name,location,city,state,total_price,order_id1
2011-01-12T00:00:00Z,7,3,9,10,1,Supersix Evo Tiagra,Road , Elite Road , Carbon,1840,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,1840,7
2011-01-12T00:00:00Z,7,4,9,65,1,Scalpel 29 4,Mountain , Cross Country Race , Aluminum,3200,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,3200,7
2011-01-12T00:00:00Z,7,5,9,87,1,Habit 5,Mountain , Trail , Aluminum,2340,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,2340,7
2011-01-12T00:00:00Z,7,6,9,55,1,Scalpel-Si Black Inc.,Mountain , Cross Country Race , Carbon,12790,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,12790,7
2011-01-12T00:00:00Z,7,7,9,7,1,Supersix Evo Ultegra 3,Road , Elite Road , Carbon,3200,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,3200,7
2011-01-12T00:00:00Z,7,8,9,67,1,F-Si Hi-Mod Team,Mountain , Cross Country Race , Carbon,9060,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,9060,7
2011-01-12T00:00:00Z,7,9,9,61,1,Scalpel-Si 5,Mountain , Cross Country Race , Aluminum,3200,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,3200,7
2011-01-12T00:00:00Z,7,10,9,18,2,CAAD8 105,Road , Elite Road , Aluminum,1410,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,2820,7
2011-01-12T00:00:00Z,7,11,9,96,1,Catalyst 3,Mountain , Sport , Aluminum,480,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,480,7
2011-01-12T00:00:00Z,7,12,9,42,1,Slice 105,Road , Triathalon , Carbon,1950,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,1950,7
2011-01-12T00:00:00Z,7,13,9,56,1,Scalpel-Si Race,Mountain , Cross Country Race , Carbon,9060,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,9060,7
2011-01-12T00:00:00Z,7,14,9,93,2,Trail 5,Mountain , Sport , Aluminum,815,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,1630,7
2011-01-12T00:00:00Z,8,1,16,35,1,Synapse Disc Tiagra,Road , Endurance Road , Aluminum,1250,Phoenix Bi-peds,"Phoenix, AZ",Phoenix, AZ,1250,8
2011-01-12T00:00:00Z,8,2,16,96,3,Catalyst 3,Mountain , Sport , Aluminum,480,Phoenix Bi-peds,"Phoenix, AZ",Phoenix, AZ,1440,8
2011-01-17T00:00:00Z,9,1,25,29,1,Synapse Carbon Ultegra 4,Road , Endurance Road , Carbon,2660,New Orleans Velocipedes,"New Orleans, LA",New Orleans, LA,2660,9
2011-01-17T00:00:00Z,9,2,25,13,2,CAAD12 Red,Road , Elite Road , Aluminum,3200,New Orleans Velocipedes,"New Orleans, LA",New Orleans, LA,6400,9
2011-01-17T00:00:00Z,9,3,25,18,1,CAAD8 105,Road , Elite Road , Aluminum,1410,New Orleans Velocipedes,"New Orleans, LA",New Orleans, LA,1410,9
2011-01-17T00:00:00Z,9,4,25,16,1,CAAD12 Disc 105,Road , Elite Road , Aluminum,1950,New Orleans Velocipedes,"New Orleans, LA",New Orleans, LA,1950,9
2011-01-17T00:00:00Z,9,5,25,36,5,Synapse Sora,Road , Endurance Road , Aluminum,1030,New Orleans Velocipedes,"New Orleans, LA",New Orleans, LA,5150,9
2011-01-17T00:00:00Z,10,1,20,19,1,CAAD8 Tiagra,Road , Elite Road , Aluminum,1250,Portland Bi-peds,"Portland, OR",Portland, OR,1250,10
2011-01-18T00:00:00Z,11,1,19,11,1,CAAD12 Black Inc,Road , Elite Road , Aluminum,5860,San Francisco Cruisers,"San Francisco, CA",San Francisco, CA,5860,11
2011-01-18T00:00:00Z,11,2,19,13,2,CAAD12 Red,Road , Elite Road , Aluminum,3200,San Francisco Cruisers,"San Francisco, CA",San Francisco, CA,6400,11
2011-01-18T00:00:00Z,11,3,19,10,1,Supersix Evo Tiagra,Road , Elite Road , Carbon,1840,San Francisco Cruisers,"San Francisco, CA",San Francisco, CA,1840,11
2011-01-18T00:00:00Z,11,4,19,39,1,Slice Hi-Mod Dura Ace D12,Road , Triathalon , Carbon,4500,San Francisco Cruisers,"San Francisco, CA",San Francisco, CA,4500,11
2011-01-18T00:00:00Z,11,5,19,23,1,Synapse Hi-Mod Disc Red,Road , Endurance Road , Carbon,7460,San Francisco Cruisers,"San Francisco, CA",San Francisco, CA,7460,11
2011-01-18T00:00:00Z,11,6,19,65,1,Scalpel 29 4,Mountain , Cross Country Race , Aluminum,3200,San Francisco Cruisers,"San Francisco, CA",San Francisco, CA,3200,11
2011-01-18T00:00:00Z,11,7,19,43,1,SuperX Hi-Mod CX1,Road , Cyclocross , Carbon,3500,San Francisco Cruisers,"San Francisco, CA",San Francisco, CA,3500,11
2011-01-20T00:00:00Z,12,1,6,27,2,Synapse Carbon Disc Ultegra,Road , Endurance Road , Carbon,3730,Louisville Race Equipment,"Louisville, KY",Louisville, KY,7460,12
2011-01-20T00:00:00Z,12,2,6,49,1,Jekyll Carbon 3,Mountain , Over Mountain , Carbon,3840,Louisville Race Equipment,"Louisville, KY",Louisville, KY,3840,12
2011-01-20T00:00:00Z,12,3,6,67,1,F-Si Hi-Mod Team,Mountain , Cross Country Race , Carbon,9060,Louisville Race Equipment,"Louisville, KY",Louisville, KY,9060,12
2011-01-20T00:00:00Z,12,4,6,11,1,CAAD12 Black Inc,Road , Elite Road , Aluminum,5860,Louisville Race Equipment,"Louisville, KY",Louisville, KY,5860,12
2011-01-20T00:00:00Z,12,5,6,26,1,Synapse Carbon Disc Ultegra D12,Road , Endurance Road , Carbon,4800,Louisville Race Equipment,"Louisville, KY",Louisville, KY,4800,12
2011-01-20T00:00:00Z,12,6,6,39,1,Slice Hi-Mod Dura Ace D12,Road , Triathalon , Carbon,4500,Louisville Race Equipment,"Louisville, KY",Louisville, KY,4500,12
2011-01-20T00:00:00Z,12,7,6,28,1,Synapse Carbon Ultegra 3,Road , Endurance Road , Carbon,3200,Louisville Race Equipment,"Louisville, KY",Louisville, KY,3200,12
2011-01-20T00:00:00Z,12,8,6,32,1,Syapse Carbon Tiagra,Road , Endurance Road , Carbon,1840,Louisville Race Equipment,"Louisville, KY",Louisville, KY,1840,12
2011-01-20T00:00:00Z,12,9,6,22,1,Synapse Hi-Mod Disc Black Inc.,Road , Endurance Road , Carbon,9590,Louisville Race Equipment,"Louisville, KY",Louisville, KY,9590,12
2011-01-20T00:00:00Z,12,10,6,13,1,CAAD12 Red,Road , Elite Road , Aluminum,3200,Louisville Race Equipment,"Louisville, KY",Louisville, KY,3200,12
2011-01-20T00:00:00Z,12,11,6,29,1,Synapse Carbon Ultegra 4,Road , Endurance Road , Carbon,2660,Louisville Race Equipment,"Louisville, KY",Louisville, KY,2660,12
2011-01-20T00:00:00Z,12,12,6,63,1,Scalpel 29 Carbon 2,Mountain , Cross Country Race , Carbon,5330,Louisville Race Equipment,"Louisville, KY",Louisville, KY,5330,12
2011-01-20T00:00:00Z,12,13,6,31,1,Synapse Carbon 105,Road , Endurance Road , Carbon,2240,Louisville Race Equipment,"Louisville, KY",Louisville, KY,2240,12
2011-01-20T00:00:00Z,12,14,6,15,1,CAAD12 Ultegra,Road , Elite Road , Aluminum,2240,Louisville Race Equipment,"Louisville, KY",Louisville, KY,2240,12
2011-01-20T00:00:00Z,12,15,6,40,1,Slice Ultegra D12,Road , Triathalon , Carbon,3200,Louisville Race Equipment,"Louisville, KY",Louisville, KY,3200,12
2011-01-20T00:00:00Z,12,16,6,10,3,Supersix Evo Tiagra,Road , Elite Road , Carbon,1840,Louisville Race Equipment,"Louisville, KY",Louisville, KY,5520,12
2011-01-20T00:00:00Z,12,17,6,37,1,Synapse Claris,Road , Endurance Road , Aluminum,870,Louisville Race Equipment,"Louisville, KY",Louisville, KY,870,12
2011-01-20T00:00:00Z,12,18,6,8,1,Supersix Evo Ultegra 4,Road , Elite Road , Carbon,2660,Louisville Race Equipment,"Louisville, KY",Louisville, KY,2660,12
2011-01-20T00:00:00Z,12,19,6,57,1,Scalpel-Si Hi-Mod 1,Mountain , Cross Country Race , Carbon,7460,Louisville Race Equipment,"Louisville, KY",Louisville, KY,7460,12
2011-01-20T00:00:00Z,13,1,7,4,1,Supersix Evo Hi-Mod Dura Ace 2,Road , Elite Road , Carbon,5330,Nashville Cruisers,"Nashville, TN",Nashville, TN,5330,13
2011-01-20T00:00:00Z,13,2,7,18,1,CAAD8 105,Road , Elite Road , Aluminum,1410,Nashville Cruisers,"Nashville, TN",Nashville, TN,1410,13
2011-01-24T00:00:00Z,14,1,14,87,1,Habit 5,Mountain , Trail , Aluminum,2340,Albuquerque Cycles,"Albuquerque, NM",Albuquerque, NM,2340,14
2011-01-24T00:00:00Z,14,2,14,76,1,Beast of the East 1,Mountain , Trail , Aluminum,2770,Albuquerque Cycles,"Albuquerque, NM",Albuquerque, NM,2770,14
2011-01-24T00:00:00Z,14,3,14,69,1,F-Si Carbon 2,Mountain , Cross Country Race , Carbon,4800,Albuquerque Cycles,"Albuquerque, NM",Albuquerque, NM,4800,14
2011-01-25T00:00:00Z,15,1,13,3,1,Supersix Evo Hi-Mod Dura Ace 1,Road , Elite Road , Carbon,7990,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,7990,15
2011-01-25T00:00:00Z,15,2,13,35,1,Synapse Disc Tiagra,Road , Endurance Road , Aluminum,1250,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,1250,15
2011-01-25T00:00:00Z,15,3,13,65,3,Scalpel 29 4,Mountain , Cross Country Race , Aluminum,3200,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,9600,15
2011-01-25T00:00:00Z,15,4,13,5,1,Supersix Evo Hi-Mod Utegra,Road , Elite Road , Carbon,4260,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,4260,15
2011-01-25T00:00:00Z,15,5,13,19,1,CAAD8 Tiagra,Road , Elite Road , Aluminum,1250,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,1250,15
2011-01-25T00:00:00Z,15,6,13,84,2,Habit Carbon SE,Mountain , Trail , Carbon,4480,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,8960,15
2011-01-25T00:00:00Z,15,7,13,90,1,Trail 2,Mountain , Sport , Aluminum,1350,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,1350,15
2011-01-25T00:00:00Z,15,8,13,16,1,CAAD12 Disc 105,Road , Elite Road , Aluminum,1950,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,1950,15
2011-01-25T00:00:00Z,15,9,13,1,1,Supersix Evo Black Inc.,Road , Elite Road , Carbon,12790,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,12790,15
2011-01-25T00:00:00Z,15,10,13,88,1,Habit 6,Mountain , Trail , Aluminum,1950,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,1950,15
2011-01-25T00:00:00Z,15,11,13,44,1,SuperX Ultegra,Road , Cyclocross , Carbon,2450,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,2450,15
2011-01-25T00:00:00Z,15,12,13,22,2,Synapse Hi-Mod Disc Black Inc.,Road , Endurance Road , Carbon,9590,Oklahoma City Race Equipment,"Oklahoma City, OK",Oklahoma City, OK,19180,15
2011-01-25T00:00:00Z,16,1,9,73,4,F-Si 3,Mountain , Cross Country Race , Aluminum,1840,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,7360,16
2011-01-25T00:00:00Z,16,2,9,91,1,Trail 3,Mountain , Sport , Aluminum,1080,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,1080,16
2011-01-25T00:00:00Z,16,3,9,95,1,Catalyst 2,Mountain , Sport , Aluminum,585,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,585,16
2011-01-25T00:00:00Z,16,4,9,94,1,Catalyst 1,Mountain , Sport , Aluminum,705,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,705,16
2011-01-25T00:00:00Z,16,5,9,3,1,Supersix Evo Hi-Mod Dura Ace 1,Road , Elite Road , Carbon,7990,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,7990,16
2011-01-25T00:00:00Z,16,6,9,72,1,F-Si 2,Mountain , Cross Country Race , Aluminum,2060,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,2060,16
2011-01-25T00:00:00Z,16,7,9,65,1,Scalpel 29 4,Mountain , Cross Country Race , Aluminum,3200,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,3200,16
2011-01-25T00:00:00Z,16,8,9,49,2,Jekyll Carbon 3,Mountain , Over Mountain , Carbon,3840,Minneapolis Bike Shop,"Minneapolis, MN",Minneapolis, MN,7680,16
2011-01-26T00:00:00Z,17,1,5,38,1,Slice Hi-Mod Black Inc.,Road , Triathalon , Carbon,7000,Cincinnati Speed,"Cincinnati, OH",Cincinnati, OH,7000,17
2011-01-28T00:00:00Z,18,1,8,21,1,CAAD8 Claris,Road , Elite Road , Aluminum,815,Denver Bike Shop,"Denver, CO",Denver, CO,815,18
2011-01-28T00:00:00Z,18,2,8,64,1,Scalpel 29 Carbon 3,Mountain , Cross Country Race , Carbon,4260,Denver Bike Shop,"Denver, CO",Denver, CO,4260,18
2011-01-28T00:00:00Z,19,1,2,66,2,F-Si Black Inc.,Mountain , Cross Country Race , Carbon,11190,Ithaca Mountain Climbers,"Ithaca, NY",Ithaca, NY,22380,19
2011-01-28T00:00:00Z,19,2,2,61,1,Scalpel-Si 5,Mountain , Cross Country Race , Aluminum,3200,Ithaca Mountain Climbers,"Ithaca, NY",Ithaca, NY,3200,19
2011-01-28T00:00:00Z,20,1,10,9,1,Supersix Evo 105,Road , Elite Road , Carbon,2240,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,2240,20
2011-01-28T00:00:00Z,20,2,10,14,1,CAAD Disc Ultegra,Road , Elite Road , Aluminum,2660,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,2660,20
2011-01-28T00:00:00Z,20,3,10,50,1,Jekyll Carbon 4,Mountain , Over Mountain , Carbon,3200,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,3200,20
2011-01-28T00:00:00Z,20,4,10,85,1,Habit Carbon 3,Mountain , Trail , Carbon,3730,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,3730,20
2011-01-28T00:00:00Z,20,5,10,16,1,CAAD12 Disc 105,Road , Elite Road , Aluminum,1950,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,1950,20
2011-01-28T00:00:00Z,20,6,10,27,1,Synapse Carbon Disc Ultegra,Road , Endurance Road , Carbon,3730,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,3730,20
2011-01-28T00:00:00Z,20,7,10,79,1,Bad Habit 1,Mountain , Trail , Aluminum,3200,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,3200,20
2011-01-28T00:00:00Z,20,8,10,78,1,Beast of the East 3,Mountain , Trail , Aluminum,1620,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,1620,20
2011-01-28T00:00:00Z,20,9,10,77,1,Beast of the East 2,Mountain , Trail , Aluminum,2130,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,2130,20
2011-02-01T00:00:00Z,21,1,17,51,1,Trigger Carbon 1,Mountain , Over Mountain , Carbon,8200,Las Vegas Cycles,"Las Vegas, NV",Las Vegas, NV,8200,21
2011-02-01T00:00:00Z,21,2,17,3,4,Supersix Evo Hi-Mod Dura Ace 1,Road , Elite Road , Carbon,7990,Las Vegas Cycles,"Las Vegas, NV",Las Vegas, NV,31960,21
2011-02-01T00:00:00Z,21,3,17,61,1,Scalpel-Si 5,Mountain , Cross Country Race , Aluminum,3200,Las Vegas Cycles,"Las Vegas, NV",Las Vegas, NV,3200,21
2011-02-01T00:00:00Z,21,4,17,26,1,Synapse Carbon Disc Ultegra D12,Road , Endurance Road , Carbon,4800,Las Vegas Cycles,"Las Vegas, NV",Las Vegas, NV,4800,21
2011-02-01T00:00:00Z,21,5,17,65,1,Scalpel 29 4,Mountain , Cross Country Race , Aluminum,3200,Las Vegas Cycles,"Las Vegas, NV",Las Vegas, NV,3200,21
2011-02-01T00:00:00Z,22,1,21,33,2,Synapse Disc Adventure,Road , Endurance Road , Aluminum,2130,Seattle Race Equipment,"Seattle, WA",Seattle, WA,4260,22
2011-02-01T00:00:00Z,22,2,21,36,1,Synapse Sora,Road , Endurance Road , Aluminum,1030,Seattle Race Equipment,"Seattle, WA",Seattle, WA,1030,22
2011-02-01T00:00:00Z,22,3,21,74,1,Fat CAAD1,Mountain , Fat Bike , Aluminum,3730,Seattle Race Equipment,"Seattle, WA",Seattle, WA,3730,22
2011-02-01T00:00:00Z,22,4,21,37,1,Synapse Claris,Road , Endurance Road , Aluminum,870,Seattle Race Equipment,"Seattle, WA",Seattle, WA,870,22
2011-02-01T00:00:00Z,22,5,21,87,3,Habit 5,Mountain , Trail , Aluminum,2340,Seattle Race Equipment,"Seattle, WA",Seattle, WA,7020,22
2011-02-01T00:00:00Z,22,6,21,24,1,Synapse Hi-Mod Dura Ace,Road , Endurance Road , Carbon,5860,Seattle Race Equipment,"Seattle, WA",Seattle, WA,5860,22
2011-02-01T00:00:00Z,22,7,21,43,2,SuperX Hi-Mod CX1,Road , Cyclocross , Carbon,3500,Seattle Race Equipment,"Seattle, WA",Seattle, WA,7000,22
2011-02-01T00:00:00Z,22,8,21,79,1,Bad Habit 1,Mountain , Trail , Aluminum,3200,Seattle Race Equipment,"Seattle, WA",Seattle, WA,3200,22
2011-02-01T00:00:00Z,22,9,21,28,1,Synapse Carbon Ultegra 3,Road , Endurance Road , Carbon,3200,Seattle Race Equipment,"Seattle, WA",Seattle, WA,3200,22
2011-02-01T00:00:00Z,22,10,21,10,2,Supersix Evo Tiagra,Road , Elite Road , Carbon,1840,Seattle Race Equipment,"Seattle, WA",Seattle, WA,3680,22
2011-02-04T00:00:00Z,23,1,8,48,1,Jekyll Carbon 2,Mountain , Over Mountain , Carbon,6070,Denver Bike Shop,"Denver, CO",Denver, CO,6070,23
2011-02-04T00:00:00Z,23,2,8,71,1,F-Si 1,Mountain , Cross Country Race , Aluminum,2340,Denver Bike Shop,"Denver, CO",Denver, CO,2340,23
2011-02-04T00:00:00Z,23,3,8,92,1,Trail 4,Mountain , Sport , Aluminum,980,Denver Bike Shop,"Denver, CO",Denver, CO,980,23
2011-02-04T00:00:00Z,23,4,8,30,1,Synapse Carbon Disc 105,Road , Endurance Road , Carbon,2660,Denver Bike Shop,"Denver, CO",Denver, CO,2660,23
2011-02-04T00:00:00Z,23,5,8,42,1,Slice 105,Road , Triathalon , Carbon,1950,Denver Bike Shop,"Denver, CO",Denver, CO,1950,23
2011-02-07T00:00:00Z,24,1,22,40,1,Slice Ultegra D12,Road , Triathalon , Carbon,3200,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,3200,24
2011-02-07T00:00:00Z,24,2,22,29,7,Synapse Carbon Ultegra 4,Road , Endurance Road , Carbon,2660,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,18620,24
2011-02-07T00:00:00Z,24,3,22,2,3,Supersix Evo Hi-Mod Team,Road , Elite Road , Carbon,10660,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,31980,24
2011-02-07T00:00:00Z,24,4,22,37,1,Synapse Claris,Road , Endurance Road , Aluminum,870,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,870,24
2011-02-07T00:00:00Z,24,5,22,6,1,Supersix Evo Red,Road , Elite Road , Carbon,3940,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,3940,24
2011-02-07T00:00:00Z,24,6,22,73,1,F-Si 3,Mountain , Cross Country Race , Aluminum,1840,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,1840,24
2011-02-07T00:00:00Z,24,7,22,42,2,Slice 105,Road , Triathalon , Carbon,1950,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,3900,24
2011-02-07T00:00:00Z,24,8,22,97,1,Catalyst 4,Mountain , Sport , Aluminum,415,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,415,24
2011-02-07T00:00:00Z,24,9,22,92,1,Trail 4,Mountain , Sport , Aluminum,980,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,980,24
2011-02-07T00:00:00Z,24,10,22,18,1,CAAD8 105,Road , Elite Road , Aluminum,1410,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,1410,24
2011-02-07T00:00:00Z,24,11,22,12,1,CAAD12 Disc Dura Ace,Road , Elite Road , Aluminum,4260,Ann Arbor Speed,"Ann Arbor, MI",Ann Arbor, MI,4260,24
2011-02-07T00:00:00Z,25,1,14,16,1,CAAD12 Disc 105,Road , Elite Road , Aluminum,1950,Albuquerque Cycles,"Albuquerque, NM",Albuquerque, NM,1950,25
2011-02-07T00:00:00Z,25,2,14,13,1,CAAD12 Red,Road , Elite Road , Aluminum,3200,Albuquerque Cycles,"Albuquerque, NM",Albuquerque, NM,3200,25
2011-02-07T00:00:00Z,25,3,14,71,1,F-Si 1,Mountain , Cross Country Race , Aluminum,2340,Albuquerque Cycles,"Albuquerque, NM",Albuquerque, NM,2340,25
2011-02-09T00:00:00Z,26,1,3,13,1,CAAD12 Red,Road , Elite Road , Aluminum,3200,Columbus Race Equipment,"Columbus, OH",Columbus, OH,3200,26
2011-02-10T00:00:00Z,27,1,10,8,1,Supersix Evo Ultegra 4,Road , Elite Road , Carbon,2660,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,2660,27
2011-02-10T00:00:00Z,27,2,10,79,1,Bad Habit 1,Mountain , Trail , Aluminum,3200,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,3200,27
2011-02-10T00:00:00Z,27,3,10,20,1,CAAD8 Sora,Road , Elite Road , Aluminum,1030,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,1030,27
2011-02-10T00:00:00Z,27,4,10,92,2,Trail 4,Mountain , Sport , Aluminum,980,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,1960,27
2011-02-10T00:00:00Z,27,5,10,71,1,F-Si 1,Mountain , Cross Country Race , Aluminum,2340,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,2340,27
2011-02-10T00:00:00Z,27,6,10,70,1,F-Si Carbon 4,Mountain , Cross Country Race , Carbon,2880,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,2880,27
2011-02-10T00:00:00Z,27,7,10,78,3,Beast of the East 3,Mountain , Trail , Aluminum,1620,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,4860,27
2011-02-10T00:00:00Z,27,8,10,89,1,Trail 1,Mountain , Sport , Aluminum,1520,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,1520,27
2011-02-10T00:00:00Z,27,9,10,80,1,Bad Habit 2,Mountain , Trail , Aluminum,2660,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,2660,27
2011-02-10T00:00:00Z,27,10,10,61,1,Scalpel-Si 5,Mountain , Cross Country Race , Aluminum,3200,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,3200,27
2011-02-10T00:00:00Z,27,11,10,69,1,F-Si Carbon 2,Mountain , Cross Country Race , Carbon,4800,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,4800,27
2011-02-10T00:00:00Z,27,12,10,40,2,Slice Ultegra D12,Road , Triathalon , Carbon,3200,Kansas City 29ers,"Kansas City, KS",Kansas City, KS,6400,27
